09-Jun-2016,,,,,,,,,,,
iShares Core S&P 500 ETF,,,,,,,,,,,
Inception Date,15-May-00,,,,,,,,,,
Fund Holdings as of,09-Jun-16,,,,,,,,,,
Total Net Assets,"$73,983,668,859",,,,,,,,,,
Number of Securities,509,,,,,,,,,,
Shares Outstanding,"347,150,000",,,,,,,,,,
,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
LH,LABORATORY CORPORATION OF AMERICA,Equity,0.07,131.19,"407,508.00","53,460,974.52","53,460,974.52",Health Care,"2,586,122.00",US50540R4092,New York Stock Exchange Inc.
LRCX,LAM RESEARCH CORP,Equity,0.07,83.63,"636,632.00","53,241,534.16","53,241,534.16",Information Technology,"2,502,247.00",US5128071082,NASDAQ
EQT,EQT CORP,Equity,0.07,77.91,"681,192.00","53,071,668.72","53,071,668.72",Energy,"2,319,414.00",US26884L1098,New York Stock Exchange Inc.
ADS,ALLIANCE DATA SYSTEMS CORP,Equity,0.07,222.61,"237,429.00","52,854,069.69","52,854,069.69",Information Technology,"2,762,030.00",US0185811082,New York Stock Exchange Inc.
FAST,FASTENAL,Equity,0.07,45.35,"1,156,024.00","52,425,688.40","52,425,688.40",Industrials,"2,332,262.00",US3119001044,NASDAQ
SWKS,SKYWORKS SOLUTIONS INC,Equity,0.07,67.97,"767,967.00","52,198,716.99","52,198,716.99",Information Technology,"2,961,053.00",US83088M1027,NASDAQ
ADSK,AUTODESK INC,Equity,0.07,57.79,"902,827.00","52,174,372.33","52,174,372.33",Information Technology,"2,065,159.00",US0527691069,NASDAQ
MU,MICRON TECHNOLOGY INC,Equity,0.07,12.51,"4,156,193.00","51,993,974.43","51,993,974.43",Information Technology,"2,588,184.00",US5951121038,NASDAQ
CHD,CHURCH AND DWIGHT INC,Equity,0.07,99.83,"519,809.00","51,892,532.47","51,892,532.47",Consumer Staples,"2,195,841.00",US1713401024,New York Stock Exchange Inc.
AA,ALCOA INC,Equity,0.07,9.84,"5,268,873.00","51,845,710.32","51,845,710.32",Materials,"2,021,805.00",US0138171014,New York Stock Exchange Inc.
RCL,ROYAL CARIBBEAN CRUISES LTD,Equity,0.07,76.24,"679,480.00","51,803,555.20","51,803,555.20",Consumer Discretionary,"2,754,907.00",LR0008862868,New York Stock Exchange Inc.
EXPE,EXPEDIA INC,Equity,0.07,109.11,"474,756.00","51,800,627.16","51,800,627.16",Consumer Discretionary,B748CK2,US30212P3038,NASDAQ
GWW,WW GRAINGER INC,Equity,0.07,227.17,"227,571.00","51,697,304.07","51,697,304.07",Industrials,"2,380,863.00",US3848021040,New York Stock Exchange Inc.
BEN,FRANKLIN RESOURCES INC,Equity,0.07,34.42,"1,495,858.00","51,487,432.36","51,487,432.36",Financials,"2,350,684.00",US3546131018,New York Stock Exchange Inc.
DVA,DAVITA HEALTHCARE PARTNERS INC,Equity,0.07,77.21,"663,963.00","51,264,583.23","51,264,583.23",Health Care,"2,898,087.00",US23918K1088,New York Stock Exchange Inc.
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Equity,0.07,67.22,"761,790.00","51,207,523.80","51,207,523.80",Consumer Discretionary,"2,210,614.00",US5719032022,NASDAQ
MHK,MOHAWK INDUSTRIES INC,Equity,0.07,199.47,"254,880.00","50,840,913.60","50,840,913.60",Consumer Discretionary,"2,598,699.00",US6081901042,New York Stock Exchange Inc.
FOX,TWENTY-FIRST CENTURY FOX INC CLASS,Equity,0.07,29.41,"1,727,780.00","50,814,009.80","50,814,009.80",Consumer Discretionary,BBM4S80,US90130A2006,NASDAQ
HOT,STARWOOD HOTELS & RESORTS WORLDWID,Equity,0.07,74.52,"675,608.00","50,346,308.16","50,346,308.16",Consumer Discretionary,B12GHV2,US85590A4013,New York Stock Exchange Inc.
TSCO,TRACTOR SUPPLY,Equity,0.07,93.83,"535,871.00","50,280,775.93","50,280,775.93",Consumer Discretionary,"2,900,335.00",US8923561067,NASDAQ
RF,REGIONS FINANCIAL CORP,Equity,0.07,9.70,"5,160,044.00","50,052,426.80","50,052,426.80",Financials,B01R311,US7591EP1005,New York Stock Exchange Inc.
CMG,CHIPOTLE MEXICAN GRILL INC,Equity,0.07,415.79,"120,366.00","50,046,979.14","50,046,979.14",Consumer Discretionary,B0X7DZ3,US1696561059,New York Stock Exchange Inc.
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Equity,0.07,138.00,"362,185.00","49,981,530.00","49,981,530.00",Health Care,"2,923,785.00",US9139031002,New York Stock Exchange Inc.
AEE,AMEREN CORP,Equity,0.07,50.89,"972,313.00","49,481,008.57","49,481,008.57",Utilities,"2,050,832.00",US0236081024,New York Stock Exchange Inc.
VRSK,VERISK ANALYTICS INC,Equity,0.07,79.58,"619,469.00","49,297,343.02","49,297,343.02",Industrials,B4P9W92,US92345Y1064,NASDAQ
MLM,MARTIN MARIETTA MATERIALS INC.,Equity,0.07,189.23,"257,787.00","48,781,034.01","48,781,034.01",Materials,"2,572,079.00",US5732841060,New York Stock Exchange Inc.
KIM,KIMCO REALTY REIT CORP,Equity,0.07,29.28,"1,657,958.00","48,545,010.24","48,545,010.24",Financials,"2,491,594.00",US49446R1095,New York Stock Exchange Inc.
IVZ,INVESCO LTD,Equity,0.07,29.07,"1,668,433.00","48,501,347.31","48,501,347.31",Financials,B28XP76,BMG491BT1088,New York Stock Exchange Inc.
CFG,CITIZENS FINANCIAL GROUP INC,Equity,0.07,22.88,"2,114,929.00","48,389,575.52","48,389,575.52",Financials,BQRX1X3,US1746101054,New York Stock Exchange Inc.
MRO,MARATHON OIL CORP,Equity,0.07,14.26,"3,381,113.00","48,214,671.38","48,214,671.38",Energy,"2,910,970.00",US5658491064,New York Stock Exchange Inc.
CMS,CMS ENERGY CORP,Equity,0.07,43.39,"1,110,766.00","48,196,136.74","48,196,136.74",Utilities,"2,219,224.00",US1258961002,New York Stock Exchange Inc.
XLNX,XILINX INC,Equity,0.07,47.03,"1,023,970.00","48,157,309.10","48,157,309.10",Information Technology,"2,985,677.00",US9839191015,NASDAQ
COG,CABOT OIL & GAS CORP,Equity,0.06,25.90,"1,835,753.00","47,546,002.70","47,546,002.70",Energy,"2,162,340.00",US1270971039,New York Stock Exchange Inc.
COL,ROCKWELL COLLINS INC,Equity,0.06,90.45,"525,537.00","47,534,821.65","47,534,821.65",Industrials,"2,767,228.00",US7743411016,New York Stock Exchange Inc.
RSG,REPUBLIC SERVICES INC,Equity,0.06,49.80,"953,651.00","47,491,819.80","47,491,819.80",Industrials,"2,262,530.00",US7607591002,New York Stock Exchange Inc.
GPN,GLOBAL PAYMENTS INC.,Equity,0.06,76.60,"616,334.00","47,211,184.40","47,211,184.40",Information Technology,"2,712,013.00",US37940X1028,New York Stock Exchange Inc.
HST,HOST HOTELS & RESORTS REIT INC,Equity,0.06,15.59,"3,014,807.00","47,000,841.13","47,000,841.13",Financials,"2,567,503.00",US44107P1049,New York Stock Exchange Inc.
PFG,PRINCIPAL FINANCIAL GROUP INC,Equity,0.06,43.14,"1,086,828.00","46,885,759.92","46,885,759.92",Financials,"2,803,014.00",US74251V1026,New York Stock Exchange Inc.
CNC,CENTENE CORP.,Equity,0.06,68.36,"680,034.00","46,487,124.24","46,487,124.24",Health Care,"2,807,061.00",US15135B1017,New York Stock Exchange Inc.
MKC,MCCORMICK & CO NON-VOTING INC,Equity,0.06,100.10,"462,380.00","46,284,238.00","46,284,238.00",Consumer Staples,"2,550,161.00",US5797802064,New York Stock Exchange Inc.
AAP,ADVANCE AUTO PARTS INC,Equity,0.06,156.78,"293,841.00","46,068,391.98","46,068,391.98",Consumer Discretionary,"2,822,019.00",US00751Y1064,New York Stock Exchange Inc.
AME,AMETEK INC,Equity,0.06,48.79,"943,980.00","46,056,784.20","46,056,784.20",Industrials,"2,089,212.00",US0311001004,New York Stock Exchange Inc.
LLL,L-3 COMMUNICATIONS HOLDINGS INC,Equity,0.06,147.90,"311,191.00","46,025,148.90","46,025,148.90",Industrials,"2,247,366.00",US5024241045,New York Stock Exchange Inc.
LLTC,LINEAR TECHNOLOGY CORP,Equity,0.06,47.71,"959,201.00","45,763,479.71","45,763,479.71",Information Technology,"2,516,839.00",US5356781063,NASDAQ
XEC,CIMAREX ENERGY,Equity,0.06,120.33,"379,184.00","45,627,210.72","45,627,210.72",Energy,"2,987,521.00",US1717981013,New York Stock Exchange Inc.
KLAC,KLA TENCOR CORP,Equity,0.06,73.41,"621,028.00","45,589,665.48","45,589,665.48",Information Technology,"2,480,138.00",US4824801009,NASDAQ
WAT,WATER CORP CORP,Equity,0.06,140.05,"324,935.00","45,507,146.75","45,507,146.75",Health Care,"2,937,689.00",US9418481035,New York Stock Exchange Inc.
AYI,ACUITY BRANDS INC.,Equity,0.06,258.40,"175,457.00","45,338,088.80","45,338,088.80",Industrials,"2,818,461.00",US00508Y1029,New York Stock Exchange Inc.
WFM,WHOLE FOODS MARKET INC,Equity,0.06,34.78,"1,301,024.00","45,249,614.72","45,249,614.72",Consumer Staples,"2,963,899.00",US9668371068,NASDAQ
MCHP,MICROCHIP TECHNOLOGY INC,Equity,0.06,52.77,"855,673.00","45,153,864.21","45,153,864.21",Information Technology,"2,592,174.00",US5950171042,NASDAQ
DGX,QUEST DIAGNOSTICS INC,Equity,0.06,78.75,"572,150.00","45,056,812.50","45,056,812.50",Health Care,"2,702,791.00",US74834L1008,New York Stock Exchange Inc.
CPB,CAMPBELL SOUP,Equity,0.06,62.51,"719,105.00","44,951,253.55","44,951,253.55",Consumer Staples,"2,162,845.00",US1344291091,New York Stock Exchange Inc.
EXR,EXTRA SPACE STORAGE INC.,Equity,0.06,89.67,"501,160.00","44,939,017.20","44,939,017.20",Financials,B02HWR9,US30225T1025,New York Stock Exchange Inc.
DOV,DOVER CORP,Equity,0.06,72.08,"619,819.00","44,676,553.52","44,676,553.52",Industrials,"2,278,407.00",US2600031080,New York Stock Exchange Inc.
PNR,PENTAIR,Equity,0.06,60.16,"731,203.00","43,989,172.48","43,989,172.48",Industrials,BLS09M3,IE00BLS09M33,New York Stock Exchange Inc.
FRT,FEDERAL REALTY INVESTMENT TRUST RE,Equity,0.06,157.12,"278,591.00","43,772,217.92","43,772,217.92",Financials,"2,333,931.00",US3137472060,New York Stock Exchange Inc.
MAT,MATTEL INC,Equity,0.06,31.99,"1,359,599.00","43,493,572.01","43,493,572.01",Consumer Discretionary,"2,572,303.00",US5770811025,NASDAQ
MSI,MOTOROLA SOLUTIONS INC,Equity,0.06,68.56,"634,390.00","43,493,778.40","43,493,778.40",Information Technology,B5BKPQ4,US6200763075,New York Stock Exchange Inc.
COH,COACH INC,Equity,0.06,38.64,"1,112,979.00","43,005,508.56","43,005,508.56",Consumer Discretionary,"2,646,015.00",US1897541041,New York Stock Exchange Inc.
L,LOEWS CORP,Equity,0.06,40.10,"1,070,892.00","42,942,769.20","42,942,769.20",Financials,"2,523,022.00",US5404241086,New York Stock Exchange Inc.
LNC,LINCOLN NATIONAL CORP,Equity,0.06,44.33,"965,712.00","42,810,012.96","42,810,012.96",Financials,"2,516,378.00",US5341871094,New York Stock Exchange Inc.
TXT,TEXTRON INC,Equity,0.06,39.37,"1,084,327.00","42,689,953.99","42,689,953.99",Industrials,"2,885,937.00",US8832031012,New York Stock Exchange Inc.
MAS,MASCO CORP,Equity,0.06,31.84,"1,338,389.00","42,614,305.76","42,614,305.76",Industrials,"2,570,200.00",US5745991068,New York Stock Exchange Inc.
CHRW,CH ROBINSON WORLDWIDE INC,Equity,0.06,74.11,"574,130.00","42,548,774.30","42,548,774.30",Industrials,"2,116,228.00",US12541W2098,NASDAQ
BLL,BALL CORP,Equity,0.06,74.88,"566,683.00","42,433,223.04","42,433,223.04",Materials,"2,073,022.00",US0584981064,New York Stock Exchange Inc.
EMN,EASTMAN CHEMICAL,Equity,0.06,71.78,"591,071.00","42,427,076.38","42,427,076.38",Materials,"2,298,386.00",US2774321002,New York Stock Exchange Inc.
SYMC,SYMANTEC CORP,Equity,0.06,17.39,"2,438,876.00","42,412,053.64","42,412,053.64",Information Technology,"2,861,078.00",US8715031089,NASDAQ
HBI,HANESBRANDS INC,Equity,0.06,26.83,"1,566,216.00","42,021,575.28","42,021,575.28",Consumer Discretionary,B1BJSL9,US4103451021,New York Stock Exchange Inc.
CINF,CINCINNATI FINANCIAL CORP,Equity,0.06,70.74,"591,416.00","41,836,767.84","41,836,767.84",Financials,"2,196,888.00",US1720621010,NASDAQ
DHI,D R HORTON INC,Equity,0.06,31.73,"1,316,105.00","41,760,011.65","41,760,011.65",Consumer Discretionary,"2,250,687.00",US23331A1097,New York Stock Exchange Inc.
M,MACYS INC,Equity,0.06,33.60,"1,240,986.00","41,697,129.60","41,697,129.60",Consumer Discretionary,"2,345,022.00",US55616P1049,New York Stock Exchange Inc.
KEY,KEYCORP,Equity,0.06,12.44,"3,341,403.00","41,567,053.32","41,567,053.32",Financials,"2,490,911.00",US4932671088,New York Stock Exchange Inc.
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Equity,0.06,129.80,"319,367.00","41,453,836.60","41,453,836.60",Materials,"2,464,165.00",US4595061015,New York Stock Exchange Inc.
SCG,SCANA CORP,Equity,0.06,71.67,"571,458.00","40,956,394.86","40,956,394.86",Utilities,"2,545,844.00",US80589M1027,New York Stock Exchange Inc.
WRK,WESTROCK,Equity,0.06,40.30,"1,016,215.00","40,953,464.50","40,953,464.50",Materials,BYR0914,US96145D1054,New York Stock Exchange Inc.
CPGX,COLUMBIA PIPELINE GROUP INC,Equity,0.06,25.54,"1,598,822.00","40,833,913.88","40,833,913.88",Energy,BZ03VL1,US1982801094,New York Stock Exchange Inc.
SLG,SL GREEN REALTY REIT CORP,Equity,0.05,101.48,"400,103.00","40,602,452.44","40,602,452.44",Financials,"2,096,847.00",US78440X1019,New York Stock Exchange Inc.
LKQ,LKQ CORP,Equity,0.05,33.11,"1,225,825.00","40,587,065.75","40,587,065.75",Consumer Discretionary,"2,971,029.00",US5018892084,NASDAQ
KMX,CARMAX INC,Equity,0.05,51.81,"782,689.00","40,551,117.09","40,551,117.09",Consumer Discretionary,"2,983,563.00",US1431301027,New York Stock Exchange Inc.
HRS,HARRIS CORP,Equity,0.05,81.22,"498,536.00","40,491,093.92","40,491,093.92",Information Technology,"2,412,001.00",US4138751056,New York Stock Exchange Inc.
CNP,CENTERPOINT ENERGY INC,Equity,0.05,23.39,"1,720,733.00","40,247,944.87","40,247,944.87",Utilities,"2,440,637.00",US15189T1079,New York Stock Exchange Inc.
BF.B,BROWN FORMAN CORP CLASS B,Equity,0.05,98.89,"401,908.00","39,744,682.12","39,744,682.12",Consumer Staples,"2,146,838.00",US1156372096,New York Stock Exchange Inc.
MAC,MACERICH REIT,Equity,0.05,78.25,"507,005.00","39,673,141.25","39,673,141.25",Financials,"2,543,967.00",US5543821012,New York Stock Exchange Inc.
WU,WESTERN UNION,Equity,0.05,19.64,"2,007,203.00","39,421,466.92","39,421,466.92",Information Technology,B1F76F9,US9598021098,New York Stock Exchange Inc.
AKAM,AKAMAI TECHNOLOGIES INC,Equity,0.05,55.44,"706,977.00","39,194,804.88","39,194,804.88",Information Technology,"2,507,457.00",US00971T1016,NASDAQ
XL,XL GROUP PLC,Equity,0.05,33.58,"1,166,837.00","39,182,386.46","39,182,386.46",Financials,B5LRLL2,IE00B5LRLL25,New York Stock Exchange Inc.
KSU,KANSAS CITY SOUTHERN,Equity,0.05,90.18,"433,876.00","39,126,937.68","39,126,937.68",Industrials,"2,607,647.00",US4851703029,New York Stock Exchange Inc.
HAS,HASBRO INC,Equity,0.05,87.07,"449,202.00","39,112,018.14","39,112,018.14",Consumer Discretionary,"2,414,580.00",US4180561072,NASDAQ
OKE,ONEOK INC,Equity,0.05,46.53,"839,615.00","39,067,285.95","39,067,285.95",Energy,"2,130,109.00",US6826801036,New York Stock Exchange Inc.
CA,CA INC,Equity,0.05,32.93,"1,183,435.00","38,970,514.55","38,970,514.55",Information Technology,"2,214,832.00",US12673P1057,NASDAQ
IPG,INTERPUBLIC GROUP OF COMPANIES INC,Equity,0.05,24.19,"1,608,200.00","38,902,358.00","38,902,358.00",Consumer Discretionary,"2,466,321.00",US4606901001,New York Stock Exchange Inc.
MOS,MOSAIC,Equity,0.05,27.53,"1,409,983.00","38,816,831.99","38,816,831.99",Materials,B3NPHP6,US61945C1036,New York Stock Exchange Inc.
XRX,XEROX CORP,Equity,0.05,10.12,"3,808,785.00","38,544,904.20","38,544,904.20",Information Technology,"2,985,202.00",US9841211033,New York Stock Exchange Inc.
HRL,HORMEL FOODS CORP,Equity,0.05,34.90,"1,080,724.00","37,717,267.60","37,717,267.60",Consumer Staples,"2,437,264.00",US4404521001,New York Stock Exchange Inc.
TSO,TESORO CORP.,Equity,0.05,78.75,"477,180.00","37,577,925.00","37,577,925.00",Energy,"2,884,569.00",US8816091016,New York Stock Exchange Inc.
SNA,SNAP-ON INC.,Equity,0.05,160.35,"232,277.00","37,245,616.95","37,245,616.95",Industrials,"2,818,740.00",US8330341012,New York Stock Exchange Inc.
SEE,SEALED AIR CORP,Equity,0.05,47.19,"783,856.00","36,990,164.64","36,990,164.64",Materials,"2,232,793.00",US81211K1007,New York Stock Exchange Inc.
KORS,MICHAEL KORS HOLDINGS LTD,Equity,0.05,50.74,"718,086.00","36,435,683.64","36,435,683.64",Consumer Discretionary,B7341C6,VGG607541015,New York Stock Exchange Inc.
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Equity,0.05,49.98,"728,484.00","36,409,630.32","36,409,630.32",Industrials,"2,325,507.00",US3021301094,NASDAQ
UDR,UDR INC.,Equity,0.05,33.71,"1,068,252.00","36,010,774.92","36,010,774.92",Financials,"2,727,910.00",US9026531049,New York Stock Exchange Inc.
TSS,TOTAL SYSTEM SERVICES INC,Equity,0.05,53.37,"673,788.00","35,960,065.56","35,960,065.56",Information Technology,"2,897,697.00",US8919061098,New York Stock Exchange Inc.
AMG,AFFILIATED MANAGERS GROUP INC,Equity,0.05,166.51,"215,961.00","35,959,666.11","35,959,666.11",Financials,"2,127,899.00",US0082521081,New York Stock Exchange Inc.
IRM,IRON MOUNTAIN INC,Equity,0.05,37.11,"964,138.00","35,779,161.18","35,779,161.18",Financials,BVFTF03,US46284V1017,New York Stock Exchange Inc.
CBG,CBRE GROUP INC,Equity,0.05,30.75,"1,163,424.00","35,775,288.00","35,775,288.00",Financials,B6WVMH3,US12504L1098,New York Stock Exchange Inc.
HOLX,HOLOGIC INC.,Equity,0.05,34.95,"988,461.00","34,546,711.95","34,546,711.95",Health Care,"2,433,530.00",US4364401012,NASDAQ
LEN,LENNAR A CORP,Equity,0.05,47.66,"720,699.00","34,348,514.34","34,348,514.34",Consumer Discretionary,"2,511,920.00",US5260571048,New York Stock Exchange Inc.
SRCL,STERICYCLE INC,Equity,0.05,100.86,"340,040.00","34,296,434.40","34,296,434.40",Industrials,"2,860,826.00",US8589121081,NASDAQ
AJG,ARTHUR J GALLAGHER,Equity,0.05,48.36,"709,001.00","34,287,288.36","34,287,288.36",Financials,"2,359,506.00",US3635761097,New York Stock Exchange Inc.
PNW,PINNACLE WEST CORP,Equity,0.05,77.17,"444,118.00","34,272,586.06","34,272,586.06",Utilities,"2,048,804.00",US7234841010,New York Stock Exchange Inc.
UNM,UNUM GROUP,Equity,0.05,35.69,"955,686.00","34,108,433.34","34,108,433.34",Financials,"2,433,842.00",US91529Y1064,New York Stock Exchange Inc.
BBY,BEST BUY INC,Equity,0.05,30.10,"1,126,879.00","33,919,057.90","33,919,057.90",Consumer Discretionary,"2,094,670.00",US0865161014,New York Stock Exchange Inc.
ALK,ALASKA AIR GROUP INC,Equity,0.05,67.50,"499,950.00","33,746,625.00","33,746,625.00",Industrials,"2,012,605.00",US0116591092,New York Stock Exchange Inc.
CTAS,CINTAS CORP,Equity,0.05,95.54,"350,397.00","33,476,929.38","33,476,929.38",Industrials,"2,197,137.00",US1729081059,NASDAQ
HOG,HARLEY DAVIDSON INC,Equity,0.04,45.15,"736,258.00","33,242,048.70","33,242,048.70",Consumer Discretionary,"2,411,053.00",US4128221086,New York Stock Exchange Inc.
XYL,XYLEM INC,Equity,0.04,46.30,"714,250.00","33,069,775.00","33,069,775.00",Industrials,B3P2CN8,US98419M1009,New York Stock Exchange Inc.
JNPR,JUNIPER NETWORKS INC,Equity,0.04,23.45,"1,408,370.00","33,026,276.50","33,026,276.50",Information Technology,"2,431,846.00",US48203R1041,New York Stock Exchange Inc.
FFIV,F5 NETWORKS INC,Equity,0.04,119.68,"275,171.00","32,932,465.28","32,932,465.28",Information Technology,"2,427,599.00",US3156161024,NASDAQ
WYNN,WYNN RESORTS LTD,Equity,0.04,100.79,"325,795.00","32,836,878.05","32,836,878.05",Consumer Discretionary,"2,963,811.00",US9831341071,NASDAQ
VRSN,VERISIGN INC,Equity,0.04,85.10,"385,443.00","32,801,199.30","32,801,199.30",Information Technology,"2,142,922.00",US92343E1029,NASDAQ
NFX,NEWFIELD EXPLORATION,Equity,0.04,41.27,"792,697.00","32,714,605.19","32,714,605.19",Energy,"2,635,079.00",US6512901082,New York Stock Exchange Inc.
VAR,VARIAN MEDICAL SYSTEMS INC,Equity,0.04,85.57,"382,125.00","32,698,436.25","32,698,436.25",Health Care,"2,927,516.00",US92220P1057,New York Stock Exchange Inc.
HBAN,HUNTINGTON BANCSHARES INC,Equity,0.04,10.17,"3,181,356.00","32,354,390.52","32,354,390.52",Financials,"2,445,966.00",US4461501045,NASDAQ
NI,NISOURCE INC,Equity,0.04,25.02,"1,279,456.00","32,011,989.12","32,011,989.12",Utilities,"2,645,409.00",US65473P1057,New York Stock Exchange Inc.
PVH,PVH CORP,Equity,0.04,97.21,"328,005.00","31,885,366.05","31,885,366.05",Consumer Discretionary,B3V9F12,US6936561009,New York Stock Exchange Inc.
GAS,AGL RESOURCES INC.,Equity,0.04,65.90,"481,667.00","31,741,855.30","31,741,855.30",Utilities,"2,060,961.00",US0012041069,New York Stock Exchange Inc.
CMA,COMERICA INC,Equity,0.04,45.29,"699,808.00","31,694,304.32","31,694,304.32",Financials,"2,212,870.00",US2003401070,New York Stock Exchange Inc.
TRIP,TRIPADVISOR INC,Equity,0.04,69.47,"455,943.00","31,674,360.21","31,674,360.21",Consumer Discretionary,B6ZC3N6,US8969452015,NASDAQ
DRI,DARDEN RESTAURANTS INC,Equity,0.04,68.33,"461,952.00","31,565,180.16","31,565,180.16",Consumer Discretionary,"2,289,874.00",US2371941053,New York Stock Exchange Inc.
RRC,RANGE RESOURCES CORP,Equity,0.04,46.21,"678,442.00","31,350,804.82","31,350,804.82",Energy,"2,523,334.00",US75281A1097,New York Stock Exchange Inc.
CVC,CABLEVISION SYSTEMS CORP CLASS A,Equity,0.04,34.70,"890,459.00","30,898,927.30","30,898,927.30",Consumer Discretionary,"2,162,243.00",US12686C1099,New York Stock Exchange Inc.
WYN,WYNDHAM WORLDWIDE CORP,Equity,0.04,68.38,"450,251.00","30,788,163.38","30,788,163.38",Consumer Discretionary,B198391,US98310W1080,New York Stock Exchange Inc.
FL,FOOT LOCKER INC,Equity,0.04,55.65,"549,547.00","30,582,290.55","30,582,290.55",Consumer Discretionary,"2,980,906.00",US3448491049,New York Stock Exchange Inc.
BWA,BORGWARNER INC,Equity,0.04,34.66,"875,094.00","30,330,758.04","30,330,758.04",Consumer Discretionary,"2,111,955.00",US0997241064,New York Stock Exchange Inc.
AES,AES CORP,Equity,0.04,11.44,"2,640,457.00","30,206,828.08","30,206,828.08",Utilities,"2,002,479.00",US00130H1059,New York Stock Exchange Inc.
NDAQ,NASDAQ INC,Equity,0.04,65.66,"459,153.00","30,147,985.98","30,147,985.98",Financials,"2,965,107.00",US6311031081,NASDAQ
ETFC,E*TRADE FINANCIAL CORP.,Equity,0.04,26.48,"1,131,520.00","29,962,649.60","29,962,649.60",Financials,"2,299,011.00",US2692464017,NASDAQ
FLR,FLUOR CORP,Equity,0.04,53.36,"556,059.00","29,671,308.24","29,671,308.24",Industrials,"2,696,838.00",US3434121022,New York Stock Exchange Inc.
GT,GOODYEAR TIRE & RUBBER,Equity,0.04,27.74,"1,068,780.00","29,647,957.20","29,647,957.20",Consumer Discretionary,"2,378,200.00",US3825501014,NASDAQ
JBHT,JB HUNT TRANSPORT SERVICES INC,Equity,0.04,81.73,"356,562.00","29,141,812.26","29,141,812.26",Industrials,"2,445,416.00",US4456581077,NASDAQ
HP,HELMERICH & PAYNE INC,Equity,0.04,67.24,"432,368.00","29,072,424.32","29,072,424.32",Energy,"2,420,101.00",US4234521015,New York Stock Exchange Inc.
QRVO,QORVO INC,Equity,0.04,56.07,"516,962.00","28,986,059.34","28,986,059.34",Information Technology,BR9YYP4,US74736K1016,NASDAQ
NTAP,NETAPP INC,Equity,0.04,24.90,"1,157,367.00","28,818,438.30","28,818,438.30",Information Technology,"2,630,643.00",US64110D1046,NASDAQ
BBBY,BED BATH AND BEYOND INC,Equity,0.04,44.00,"654,817.00","28,811,948.00","28,811,948.00",Consumer Discretionary,"2,085,878.00",US0758961009,NASDAQ
STX,SEAGATE TECHNOLOGY PLC,Equity,0.04,24.14,"1,186,682.00","28,646,503.48","28,646,503.48",Information Technology,B58JVZ5,IE00B58JVZ52,NASDAQ
SIG,SIGNET JEWELERS LTD,Equity,0.04,89.60,"318,197.00","28,510,451.20","28,510,451.20",Consumer Discretionary,B3CTNK6,BMG812761002,New York Stock Exchange Inc.
KSS,KOHLS CORP,Equity,0.04,37.44,"759,873.00","28,449,645.12","28,449,645.12",Consumer Discretionary,"2,496,113.00",US5002551043,New York Stock Exchange Inc.
UA,UNDER ARMOUR A INC,Equity,0.04,38.66,"728,210.00","28,152,598.60","28,152,598.60",Consumer Discretionary,B0PZN11,US9043111072,New York Stock Exchange Inc.
MNK,MALLINCKRODT PLC,Equity,0.04,62.53,"447,932.00","28,009,187.96","28,009,187.96",Health Care,BBJTYC4,IE00BBGT3753,New York Stock Exchange Inc.
TIF,TIFFANY,Equity,0.04,62.52,"446,429.00","27,910,741.08","27,910,741.08",Consumer Discretionary,"2,892,090.00",US8865471085,New York Stock Exchange Inc.
CF,CF INDUSTRIES HOLDINGS INC,Equity,0.04,29.79,"933,175.00","27,799,283.25","27,799,283.25",Materials,B0G4K50,US1252691001,New York Stock Exchange Inc.
LEG,LEGGETT & PLATT INC,Equity,0.04,50.87,"543,264.00","27,635,839.68","27,635,839.68",Consumer Discretionary,"2,510,682.00",US5246601075,New York Stock Exchange Inc.
AVY,AVERY DENNISON CORP,Equity,0.04,76.57,"357,878.00","27,402,718.46","27,402,718.46",Materials,"2,066,408.00",US0536111091,New York Stock Exchange Inc.
TMK,TORCHMARK CORP,Equity,0.04,60.64,"451,311.00","27,367,499.04","27,367,499.04",Financials,"2,896,713.00",US8910271043,New York Stock Exchange Inc.
FLS,FLOWSERVE CORP,Equity,0.04,52.27,"520,998.00","27,232,565.46","27,232,565.46",Industrials,"2,288,406.00",US34354P1057,New York Stock Exchange Inc.
URI,UNITED RENTALS INC,Equity,0.04,74.11,"364,145.00","26,986,785.95","26,986,785.95",Industrials,"2,134,781.00",US9113631090,New York Stock Exchange Inc.
FMC,FMC CORP,Equity,0.04,50.35,"534,702.00","26,922,245.70","26,922,245.70",Materials,"2,328,603.00",US3024913036,New York Stock Exchange Inc.
ALLE,ALLEGION PLC,Equity,0.04,68.98,"384,577.00","26,528,121.46","26,528,121.46",Industrials,BFRT3W7,IE00BFRT3W74,New York Stock Exchange Inc.
UAC/C,UNDER ARMOUR INC CLASS C,Equity,0.04,36.14,"728,041.00","26,311,401.74","26,311,401.74",Consumer Discretionary,BDF9YM2,US9043112062,New York Stock Exchange Inc.
